793	1	3
195	3	10
564	8	11
632	9	0
278	5	4
367	1	-15
881	5	8
795	4	4
101	3	8
570	8	-8
690	7	14
932	2	-19
788	2	16
198	6	-11
542	2	-14
378	9	16
908	9	-11
878	7	-7
991	5	-19
742	4	-4
773	10	6
856	6	-15
191	9	-15
69	5	-14
567	10	14
893	8	-7
122	5	3
710	4	9
285	3	-16
94	5	-5
480	9	-5
992	7	0
782	4	6
410	8	-2
497	5	16
241	2	-15
181	5	-17
931	9	-12
903	1	6
938	5	-10
217	2	6
821	1	11
778	4	-3
682	1	11
205	9	-16
41	7	-13
672	2	6
882	8	8
407	3	-1
767	6	-20
629	2	-18
287	4	-19
652	6	11
104	7	-1
647	4	-14
670	5	5
823	2	-9
996	1	-9
993	6	13
286	8	12
186	10	-7
434	5	-18
803	9	14
746	9	18
718	9	-18
559	7	-2
576	10	18
774	6	-17
966	9	10
794	2	-6
419	3	-18
645	8	15
983	9	7
249	1	-3
693	7	-4
508	7	-10
196	4	-3
575	8	-9
805	9	-2
164	5	-13
431	6	18
114	1	8
885	7	1
188	5	13
846	5	10
753	8	-13
452	3	13
866	7	8
332	9	-5
29	6	-17
712	9	1
798	6	-18
569	9	13
48	4	17
220	4	-11
443	3	-11
62	3	8
464	7	18
79	4	-19
89	2	16
965	4	-2
509	5	-14
288	8	-15
245	8	18
16	9	-7
88	3	-14
772	9	-11
124	10	17
563	1	2
226	4	-7
875	6	11
289	5	5
744	7	-18
814	2	8
945	10	0
610	5	19
279	5	-15
67	8	19
771	3	3
752	4	1
636	5	-17
231	5	9
959	2	17
160	8	-3
791	10	-15
102	5	15
338	8	-3
132	10	0
673	7	18
425	5	11
677	7	-19
579	10	15
914	9	-9
783	6	12
126	9	4
883	10	-1
838	7	-17
633	9	8
671	1	13
553	9	-7
50	3	0
936	3	-8
46	9	-12
449	7	6
461	10	5
703	6	9
44	2	5
549	10	4
178	10	-1
745	10	-9
659	2	-9
303	3	11
586	3	9
52	7	-17
194	1	13
446	5	-13
769	4	-16
24	9	5
9	9	16
989	5	-2
71	4	-14
975	8	18
513	2	8
82	4	4
144	8	1
590	5	10
980	1	-16
318	10	4
679	1	-8
847	4	12
899	6	-4
95	8	-13
33	4	15
828	10	19
504	6	8
876	8	-9
716	1	-2
426	2	12
523	2	10
764	3	-19
785	7	-20
598	2	-11
197	4	15
168	8	16
317	10	-11
202	10	-16
889	6	-6
837	4	-13
669	10	-13
292	5	6
135	7	5
698	1	-9
546	1	-5
63	5	12
705	4	-16
843	4	-15
230	6	3
635	9	-6
851	5	3
686	9	-18
146	6	6
535	4	2
158	3	4
123	2	5
336	6	-9
451	7	-11
100	10	13
254	9	-14
479	10	0
130	9	-1
918	10	-5
760	5	-16
585	3	3
240	2	15
494	1	19
867	4	7
853	6	4
175	9	-1
492	2	-2
584	7	18
447	6	19
775	1	-18
532	10	16
328	6	15
743	3	-4
309	3	15
790	9	18
651	4	-12
818	3	8
227	2	19
529	10	-12
222	10	18
525	3	8
162	4	13
951	8	-8
206	9	-12
103	2	12
26	10	2
589	5	-15
770	7	8
611	10	17
306	4	6
424	4	3
713	5	6
120	3	-15
833	8	-8
765	8	17
233	8	-4
735	9	1
607	1	8
8	8	11
701	1	-17
87	3	19
781	10	-18
865	7	18
830	7	-17
300	1	1
869	1	-18
738	9	-1
42	1	4
824	10	-6
599	4	9
269	3	-5
623	8	16
61	1	-17
926	4	-10
491	5	-6
884	1	17
277	1	-7
169	1	11
747	1	-7
127	10	-17
487	6	-5
835	5	12
445	4	14
726	9	11
850	3	4
524	8	11
942	2	-9
1	7	4
819	4	-17
420	9	13
90	6	4
988	1	-3
741	7	6
221	3	-20
375	6	16
444	3	-17
776	5	11
387	9	1
184	5	-12
37	1	-2
486	10	-19
2	10	13
236	9	-2
916	7	-13
265	3	15
661	10	-8
736	1	6
544	7	-1
376	2	1
428	8	4
232	6	-8
81	6	2
681	5	17
276	4	5
368	7	0
801	9	-2
906	8	-14
296	8	4
294	3	-12
557	5	15
149	6	-14
108	10	-3
946	6	16
813	7	12
484	10	-7
895	5	-5
4	7	-14
54	7	-12
398	3	16
270	2	18
694	7	-19
415	4	17
663	3	7
637	8	15
36	3	-8
571	3	-5
86	9	10
20	3	-14
894	3	1
401	8	2
141	2	-14
173	7	-19
618	6	-3
262	10	-3
826	5	4
870	9	5
815	5	8
125	10	19
380	7	-6
372	8	10
545	4	16
911	9	7
539	8	15
514	10	19
112	3	12
886	3	4
609	7	1
171	1	18
3	4	16
12	9	-3
891	4	13
573	6	-10
517	10	-20
260	5	0
30	9	15
608	2	6
540	6	14
148	10	16
531	9	-15
587	7	-18
324	4	10
839	9	3
199	9	-1
829	1	-2
724	6	-7
605	3	-15
948	4	9
574	1	-2
346	3	-15
656	9	13
907	10	11
897	7	14
498	9	-16
979	8	13
596	1	2
538	9	5
57	4	-8
978	8	6
572	6	-9
116	9	-13
877	5	5
708	9	19
1000	7	18
399	4	-4
383	1	-9
787	7	-13
404	3	11
810	3	-17
728	6	-10
134	5	15
593	9	16
595	10	-1
641	6	-17
459	5	19
140	5	-5
804	3	-3
18	9	-3
32	9	10
283	1	15
395	7	-19
905	4	-11
291	10	6
128	1	0
558	9	5
438	10	-3
844	9	-2
688	7	15
687	5	-10
388	5	-9
315	8	12
731	7	-5
259	2	-2
117	5	15
777	1	-14
138	9	-3
353	5	-7
118	10	-16
806	8	0
761	1	3
667	10	16
779	10	-10
859	9	-15
729	5	-20
511	4	13
757	7	-13
348	9	15
330	6	0
5	8	-12
333	3	12
601	2	-3
530	5	-12
709	9	-1
442	10	6
689	6	13
440	1	-14
187	3	5
92	7	9
594	3	18
834	9	4
393	10	2
952	9	14
653	2	-19
534	10	-20
919	6	-13
927	5	-8
845	6	1
762	9	-7
933	3	-2
541	3	-10
960	5	-4
482	10	-13
695	7	-11
852	2	-19
214	8	-14
556	8	-8
848	1	2
816	9	-13
691	9	5
840	7	-6
854	2	-14
437	5	-6
354	2	-5
766	4	11
606	9	-16
155	3	-2
439	8	16
930	7	16
999	7	0
953	10	-15
179	1	2
920	8	5
329	9	6
902	1	3
110	3	13
98	2	-9
347	2	1
360	8	-5
612	9	12
377	1	-7
362	2	-13
34	10	19
176	6	-12
501	3	11
475	6	4
700	2	9
550	1	-6
403	10	-10
47	9	11
613	2	17
974	1	-4
151	10	15
879	6	-18
470	9	-1
416	6	8
311	5	6
147	10	-18
811	6	2
751	7	-13
293	1	4
298	5	-10
657	7	-3
74	3	-9
341	3	17
105	4	16
655	3	-11
649	7	6
83	9	-13
985	7	19
145	7	5
502	9	-1
310	6	-11
714	7	-11
725	5	-12
161	8	-5
733	4	-8
369	5	-19
506	8	-8
119	5	17
832	1	6
650	4	-3
414	1	-19
472	8	11
730	3	13
72	1	-5
692	4	17
809	6	15
986	10	-19
391	3	-17
947	7	5
366	2	-15
143	1	-4
183	4	18
6	8	12
454	5	1
917	6	17
